#N/A,Title,"Recommended
Title ",English,Title,Arabic,Title,Komeyl,Bijan
"مورد شما را جهت بررسی و رفع به دپارتمان مالی ارجاع دادم و نسبت به رفع آن در کوتاه ترین زمان اقدام خواهد شد
سپاس از همراهی شما",ترنسفر-پندینگ,مالی- ترنسفر پندینگ,"Your case has been referred to the Finance Department for review and resolution, and it will be addressed as soon as possible.
Thank you for your cooperation.",Transfer - Pending,"تم إحالة مسألتك إلى قسم المالية للمراجعة و حلها، وسيتم التعامل معها في أقرب وقت ممكن.
شكرًا لتعاونك.",اجراءات مالية - التحويل قید الإنتظار,Finalized,Done
" درخواست برداشت شما در سیستم ما ثبت شده است.
 برداشت ها نهایتا تا 24 ساعت کاری انجام می شوند. این زمان حداکثر می باشد و امکان انجام برداشت در زمان کوتاه تر کاملا محتمل می باشد.🙏
نتیجه برداشت به ایمیل شما ارسال خواهد شد.",برداشت-زمان برداشت,مالی- زمان برداشت,"Your withdrawal request has been registered in our system.
Withdrawals are usually processed within 24 business hours. This is the maximum time, and it is possible for the withdrawal to be completed in a shorter period. 🙏
The result of your withdrawal will be sent to your email.",Withdrawal - Withdrawal Time,"تم تسجيل طلب السحب الخاص بك في نظامنا.
عادةً ما یتم تنفیذ السحوبات خلال 24 ساعة عمل. هذا هو الحد الأقصى للوقت المستغرق لتنفيذ السحب، ومن الممكن أن يتم في فترة أقصر. 🙏
سيتم إعلامك بنتيجة السحب عن طريق بريدك الإلكتروني.",اجراءات مالية -  وقت السحب,Finalized,Done
سایت تاپ چنج: https://topchange.net/fa,تاپ چنج-تاپ چنج,مالی- سایت تاپ چنج,TopChange website: https://topchange.net/fa,TopChange - TopChange,": TopChange موقع
https://topchange.net/ar",TopChange -اجراءات مالية,Finalized,Done
"برای برداشت از هر طریقی که واریزی شما صورت گرفته از همان مسیر برداشت صورت میگیرد (به طور مثال اگر واریز ریالی انجام داده باشید فقط میتوانید برداشت ریالی انجام دهید)
اما اگر قصد دارید تنها ، سود حساب و یا سود آی بی خود را برداشت کنید باید از طریق روش کریپتو و یا ریالی از طریق تاپچنج برداشت خود را ثبت کنید.",برداشت-قانون برداشت,مالی- قانون برداشت,"Withdrawals are processed using the same method as your deposit (for example, if you deposited in Rial, you can only withdraw in Rial).
However, if you only want to withdraw your account profit or IB profit, you must submit your withdrawal via Crypto or Rial through TopChange.",Withdrawal - Withdrawal Rules,"يتم تنفيذ السحوبات بنفس طريقة الإيداع التي استخدمتها (على سبيل المثال، إذا قمت بالإيداع بالريال، يمكنك السحب بالريال فقط).
ومع ذلك، إذا كنت ترغب فقط في سحب أرباح الحساب أو أرباح الوسيط المعرف (IB)، يجب عليك تقديم طلب السحب عبر العملات الرقمیة أو الريال عبر TopChange.",اجراءات مالية -  قوانين السحب,Finalized,Done
"اگر مایل باشید می توانید در پنل کاربری خود، نسبت به لغو درخواست برداشت خود اقدام نمایید:
وارد پنل کاربری شده، در نوار سمت چپ بر روی 
Funds
 کلیک نمایید و سپس در بخش 
Transaction History
 تراکنش مورد نظر (در حالت پندینگ) را لغو بفرمایید.",برداشت - لغو,مالی- لغو برداشت,"If you wish, you can cancel your withdrawal request in your user panel:
Log in to your panel, click on Funds in the left menu, then go to Transaction History and cancel the desired transaction (while it is in pending status).",Withdrawal - Cancel,"إذا رغبت، يمكنك إلغاء طلب السحب من خلال لوحة التحكم الخاصة بك:
قم بتسجيل الدخول إلى لوحتك، اضغط على Funds في القائمة اليسرى، ثم انتقل إلى Transaction History وألغِ المعاملة المطلوبة (طالما كانت في حالة قید الانتظار).",اجراءات مالية -  إلغاء السحب,Finalized,Done
"برای واریزی های تاپ چنج در پنل کاربری خود در منوی 
Funds
وارد قسمت 
Deposit 
شوید و تاپ چنج رو انتخاب بفرمایید.
مبلغ واریزی خود به دلار را وارد نمایید و 
Confirm
را بزنید.
در صفحه بعد اطلاعات اکانت تاپ چنج خود جهت تکمیل مراحل واریزی را انجام بفرمایید.",واریز-تاپ چنج-جدید,مالی- واریز تاپ چنج,"For TopChange deposits, go to the Funds menu in your user panel and select Deposit, then choose TopChange.
Enter the amount you wish to deposit in USD and click Confirm.
On the next page, provide your TopChange account details to complete the deposit process.",Deposit - TopChange - New,"
لإيداعات TopChange، اضغط علی Funds من القائمة الرئیسیة واختر Deposit، ثم اختر TopChange.
أدخل مبلغ الإيداع بالدولار واضغط على Confirm.
في الصفحة التالية، قم بإدخال بيانات حسابك في TopChange لإكمال عملية الإيداع.",اجراءات مالية - الإيداع TopChange,Finalized,Done
"برای واریزی ها از طریق 
USDT-TRC20 
در پنل کاربری در منوی
 Funds  
در قسمت
 Deposit 
 وارد شوید  و نماد تتر سبز رنگ 
 USDT-TRC20 
رو انتخاب کنید.  روی گزینه 
Deposit 
کلیک کنید. آدرس واریزی برای شما نمایش داده خواهد شد.",واریز-تتر,مالی- واریز تتر,"For deposits via USDT-TRC20, go to the Funds menu in your user panel and select Deposit, then choose the green USDT-TRC20 option.
Click Deposit, and the deposit address will be displayed for you.",Deposit - Tether,"لإيداعات USDT-TRC20، انتقل إلى قائمة Funds من القائمة الرئیسیة واختر Deposit، ثم اختر الخيار الأخضر (USDT-TRC20).
اضغط على Deposit، وسيتم عرض عنوان الإيداع الخاص بك.",اجراءات مالية - الإيداع  بالتثر,Finalized,Done
"در پنل کاربری در منوی 
Funds
وارد شوید و قسمت 
Deposit  
را انتخاب کنید. در قسمت 
Crypto Option2 
گزینه 
Deposit
را بزنید. لیست ارزهایی که امکان واریزی دارید برای شما نمایش داده خواهد شد.
پس از انتخاب ارز مورد نظر مبلغ واریزی را به دلار وارد نمایید و دکمه
 Confirm 
را بزنید. در صفحه بعد آدرس ولت واریزی برای شما نمایش داده می شود.

توجه داشته باشید حداقل مبلغ واریزی از طریق کریپتو کارنسی ۱۵ دلار می باشد.

برای ارزهایی که در ولت مبدا دارای 
Tag
و یا 
Memo 
هستند وارد کردن اطلاعات آن برای واریزی الزامی می باشد در غیر این صورت ممکن است مبلغ شما در شبکه بلاک چین گم شود.",واریز-کریپتو-جدید,مالی- واریز کریپتو,"In your user panel, go to the Funds menu and select Deposit. In the Crypto Option2 section, click Deposit. A list of available cryptocurrencies for deposit will be displayed.
After selecting your desired currency, enter the deposit amount in USD and click Confirm. The wallet address for your deposit will then be shown.

Please note that the minimum deposit via cryptocurrency is $15.

For currencies that require a Tag or Memo in the source wallet, entering this information is mandatory. Otherwise, your funds may be lost on the blockchain network.",Deposit - Cryptocurrency - New,"
عن طریق القائمة الرئیسیة، انتقل إلى قائمة Funds واختر Deposit. في قسم Crypto Option2 اضغط على Deposit. سيتم عرض قائمة بالعملات الرقمیة المتاحة للإيداع.
بعد اختيار العملة المطلوبة، أدخل مبلغ الإيداع بالدولار واضغط على Confirm. سيتم عرض عنوان المحفظة الخاص بالإيداع.
يرجى العلم بأن الحد الأدنى للإيداع عبر العملات الرقمیة هو 15 دولارًا.
بالنسبة للعملات التي تحتوي على Tag أو Memo في المحفظة الأصلیة، يجب إدخال هذه المعلومات، وإلا فقد تضيع أموالك على شبكة البلوكتشين.",اجراءات مالية - إيداع العملات الرقمية ,Finalized,Done
"به متاتریدر ۴ نسخه کامپیوتر وارد شوید و در قسمت 
FILE
گزینه
OPEN AN ACCOUNT
را بزنید.
اگر سرور های بروکر برای شما نمایش داده نشد بر روی گزینه 
...ADD NEW BROKER +
کلیک کنید. در نواری که باز میشود عبارت
OPOGROUP 
را وارد کرده و بر روی گزینه
Scan
کلیک نمایید تا سرور های اپو برای شما نمایش داده شوند. سپس سرور
OpogroupLLC-demo
را انتخاب کنید و گزینه ی 
EXISTING TRADE ACCOUNT 
را فعال نمایید. در ادامه یوزرنیم و پسورد حساب معاملاتی خود را وارد کنید و کلید 
Finish
 را بزنید.

به این صورت حساب معاملاتی دموی شما به متاتریدر ۴ نسخه کامپیوتر متصل میشود و میتوانید از آن استفاده بفرمایید.",اتصال حساب-کامپیوتر-دمو متاتریدر۴,"متاتریدر - اتصال حساب دمو
به متاتریدر ۴ کامپیوتر","Open MetaTrader 4 on your computer and go to File, then select Open an Account.
If the broker servers are not displayed, click on …Add New Broker +. In the bar that appears, type OPOGROUP and click Scan. The OPO servers will then appear. Select the server OpogroupLLC-demo and enable Existing Trade Account. Next, enter your trading account username and password, and click Finish.

This will connect your demo trading account to MetaTrader 4 on your computer, and you can start using it.",Account Connection - Computer - Demo MT4,"
افتح منصة MetaTrader 4 على جهاز الكمبيوتر الخاص بك، ثم اذهب إلى File واختر Open an Account.
إذا لم تظهر خوادم الوسيط، اضغط على …Add New Broker +. في الشريط الذي يظهر، اكتب OPOGROUP واضغط على Scan. ستظهر خوادم OPO بعد ذلك. اختر الخادم OpogroupLLC-demo وقم بتمكين Existing Trade Account. بعد ذلك، أدخل رقم الحساب التداولي وكلمة المرور لحسابك التداولي، واضغط على Finish.
بهذه الطريقة، سيتم ربط حسابك التجريبي ببرنامج MetaTrader 4 على الكمبيوتر الخاص بك ويمكنك البدء في استخدامه.","متاتريدر - ربط الحساب التجريبي ب MT4 ""الكمبيوتر""",Finalized,Done
"در متاتریدر ۵ نسخه کامپیوتر به قسمت 
FILE
مراجعه کرده و گزینه
OPEN AN ACCOUNT
را انتخاب بفرمایید و در قسمت سرچ عبارت
OPOGROUP 
را وارد کرده و گزینه
Find your company
را بزنید. سپس سرور
opogroup-server1 
و یا 
Opo group LLC 
را انتخاب کنید و بر روی عبارت
Next 
کلیک نمایید و گزینه ی 
Connect with an existing trade account 
را فعال نمایید و یوزر و پسورد حساب معاملاتی خود را وارد کرده و کلید 
Finish
 را بزنید.

به این صورت حساب معاملاتی به متاتریدر ۵ نسخه کامپیوتر وارد خواهد شد و میتوانید از آن استفاده بفرمایید.",اتصال حساب-کامپیوتر-متاتریدر۵,"متاتریدر- اتصال حساب به 
متاتریدر ۵ کامپیوتر","Open MetaTrader 5 on your computer, go to File, and select Open an Account. In the search bar, type OPOGROUP and click Find your company. Then select the server opogroup-server1 or Opo group LLC and click Next. Enable Connect with an existing trade account, enter your trading account username and password, and click Finish.

This will connect your trading account to MetaTrader 5 on your computer, and you can start using it.",Account Connection - Computer - MT5,"
""افتح منصة MetaTrader 5 على جهاز الكمبيوتر الخاص بك، اذهب إلى File واختر Open an Account. في شريط البحث، اكتب OPOGROUP واضغط على Find your company. بعد ذلك اختر الخادم opogroup-server1 أو Opo group LLC واضغط على Next. قم بتفعيل Connect with an existing trade account، ثم أدخل رقم حساب التداولي  وكلمة المرور  و من ثم اضغط على Finish.

بهذه الطريقة سيتم ربط حسابك التداولي بمنصة MetaTrader 5 على جهاز الكمبيوتر ويمكنك البدء في استخدامه.""","متاتريدر - ربط الحساب بالMT5 "" الكمبيوتر "" ",Finalized,Done
"پس از باز کردن نرم افزار متاتریدر ۴ بر روی موبایلتون در سمت چت بالای صفحه آیکنی که شامل سه خط می باشد را انتخاب کنید. سپس وارد قسمت 
Manage Account 
شوید و بر روی علامت + کلیک کنید. گزینه 
Login to an existing account 
را انتخاب کنید و در قسمت سرچ عبارت Opogroup را وارد نمایید تا سرورهای بروکر برای شما نمایش داده شوند. سپس سرور OpogroupLLC-Real1 
 را انتخاب کنید. در قسمت لاگین شماره حساب معاملاتی و در قسمت پسوورد، پسورد اصلی حساب معاملاتی را به صورت کپی پیست شده وارد بفرمایید. سپس قسمت
 SIGN IN 
را انتخاب بفرمایید و اتصال حساب شما برقرار خواهد شد.",اتصال حساب لایو به متاتریدر 4_ موبایل,"متاتریدر- اتصال حساب لایو
به متاتریدر ۴ موبایل","After opening the MetaTrader 4 app on your mobile, tap the icon with three lines at the top right of the screen. Go to Manage Account and tap the + sign. Select Login to an existing account and type Opogroup in the search bar to display the broker's servers. Then select the server OpogroupLLC-Real1.

Enter your trading account number in the Login field and paste your main account password in the Password field. Finally, tap SIGN IN to connect your account.",Connect Live Account to MT4 - Mobile,"
بعد فتح تطبيق منصة MetaTrader 4 على هاتفك المحمول، اضغط على أيقونة الخطوط الثلاثة في أعلى يمين الشاشة. اذهب إلى Manage Account واضغط على علامة +. اختر Login to an existing account واكتب Opogroup في شريط البحث لعرض خوادم الوسيط. ثم اختر الخادم OpogroupLLC-Real1.

أدخل رقم حسابك التداولي في حقل Login و الصق كلمة مرور الحساب الرئيسية في حقل Password. أخيراً، اضغط على SIGN IN لربط حسابك.","متاتريدر - ربط الحساب الحقیقي بـ MT4 "" الهاتف """,Finalized,Done
"به متاتریدر ۴ نسخه کامپیوتر وارد شوید و در قسمت
FILE
گزینه
OPEN AN ACCOUNT
را بزنید.
اگر سرور های بروکر برای شما نمایش داده نشد بر روی گزینه
...ADD NEW BROKER +
کلیک کنید. در نواری که باز میشود عبارت
OPOGROUP
را وارد کرده و بر روی گزینه
Scan
کلیک نمایید تا سرور های اپو برای شما نمایش داده شوند. سپس سرور
OpogroupLLC-Real1
را انتخاب کنید و گزینه ی
EXISTING TRADE ACCOUNT
را فعال نمایید. در ادامه یوزرنیم و پسورد حساب معاملاتی خود را وارد کنید و کلید
Finish
را بزنید.

به این صورت حساب معاملاتی لایو شما به متاتریدر ۴ نسخه کامپیوتر متصل میشود و میتوانید از آن استفاده بفرمایید.",اتصال حساب-کامپیوتر-لایو متاتریدر۴,"متاتریدر- اتصال حساب لایو 
به متاتریدر ۴ کامپیوتر","Open MetaTrader 4 on your computer and go to FILE, then select OPEN AN ACCOUNT.
If the broker's servers are not displayed, click ...ADD NEW BROKER +. In the bar that appears, type OPOGROUP and click Scan to display the broker's servers.

Select the server OpogroupLLC-Real1 and choose EXISTING TRADE ACCOUNT. Enter your trading account username and password, then click Finish.

This will connect your live trading account to MetaTrader 4 on your computer, and you can start using it.",Account Connection - Computer - Live MT4,"
""افتح منصة MetaTrader 4 على جهاز الكمبيوتر الخاص بك واذهب إلى FILE، ثم اختر OPEN AN ACCOUNT.
إذا لم تظهر خوادم الوسيط، اضغط على ...ADD NEW BROKER +. في الشريط الذي يظهر، اكتب OPOGROUP واضغط على Scan لعرض خوادم الوسيط.

اختر الخادم OpogroupLLC-Real1 وحدد EXISTING TRADE ACCOUNT. أدخل اسم المستخدم وكلمة مرور حسابك التداولي، ثم اضغط Finish.","متاتريدر - ربط الحساب الحقیقي بالMT4 ""الكمبيوتر""  ",Finalized,Done
"پس از باز کردن نرم افزار متاتریدر ۵ بر روی موبایلتون در سمت چت بالای صفحه آیکنی که شامل سه خط می باشد را انتخاب کنید و وارد قسمت 
Manage Account 
شوید. سپس بر روی علامت + کلیک کنید و گزینه 
Login to an existing account
 را انتخاب نمایید. در قسمت سرچ عبارت 
Opogroup 
را وارد کرده تا سرور های بروکر برای شما نمایش داده شوند. سپس سرور
 Opogroup-Server1
انتخاب نمایید و در قسمت لاگین شماره حساب معالاتی و در قسمت پسوورد، پسوورد اصلی حساب معاملاتی را به صورت کپی پیست شده وارد کنید. سپس گزینه
Sign in
را انتخاب بفرمایید و اتصال حساب شما برقرار خواهد شد.",اتصال حساب لایو و دمو به متاتریدر 5 _ موبایل,"متاتریدر- اتصال حساب لایو 
به متاتریدر ۵ موبایل","After opening the MetaTrader 5 app on your mobile, tap the three-line icon at the top right and go to Manage Account.
Click the + sign and select Login to an existing account. In the search bar, type Opogroup to display the broker's servers.

Select the server Opogroup-Server1. Enter your trading account number in the login field and paste your main account password in the password field. Finally, tap Sign in to connect your account.",Connect Live & Demo Account to MT5 - Mobile,"
""بعد فتح تطبيق منصة MetaTrader 5 على هاتفك المحمول، اضغط على أيقونة الخطوط الثلاثة في أعلى الصفحة وانتقل إلى Manage Account.
اضغط على علامة + واختر Login to an existing account. في شريط البحث، اكتب Opogroup لعرض خوادم الوسيط.
اختر الخادم Opogroup-Server1. أدخل رقم حساب التداول في حقل تسجيل الدخول و الصق كلمة مرور الحساب الرئيسية في حقل كلمة المرور. أخيراً، اضغط على Sign in لربط حسابك.""","متاتريدر - ربط الحساب الحقیقي والتجريبي بـ MT5  ""الهاتف""",Finalized,Done
"لطفا وارد قسمت 
Quotes
شوید و گزینه بعلاوه که در بالای صفحه هست رو بزنید.
از این پنجره میتوانید در زیرگروه مورد نظر، هر نمادی که مایل هستید را انتخاب کرده یا در قسمت سرچ که در بالای این صفحه هست نماد را سرچ بفرمایید و به واچ لیستتون اضافه نمایید.",متاتریدرموبایل-اضافه کردن نماد,متاتریدر- اضافه کردن نماد در موبایل,"Please go to the Quotes section and tap the + icon at the top of the screen.
In this window, you can select any symbol from the desired subgroup or use the search bar at the top to find a symbol and add it to your watchlist.",MT Mobile - Add Symbol,"
يرجى الانتقال إلى قسم Quotes واضغط على أيقونة + في أعلى الشاشة.
في هذه النافذة، يمكنك اختيار أي رمز من المجموعة المطلوبة أو استخدام شريط البحث في الأعلى للعثور على الرمز وإضافته إلى قائمة المراقبة (watch list) الخاصة بك.""","متاتريدر -  إضافة رمز "" الهاتف""",Finalized,Done
"  این مورد به دلیل موارد فیلترینگ کشور ایران می باشد 
 معمولا سرورهایی که محل قرارگیری آنها خارج از ایران می باشد فیلتر شده اند
برخی از سرویس های اینترنتی در برخی مناطق فیلتر نمی باشند و گاها می توانید بدون نیاز به فیلترشکن و یا استفاده از وی پی اس به متاتریدر متصل شوید اما ما پیشنهاد می دهیم برای اتصال بدون نوسان حتما از فیلترشکن هایی با آی پی آلمان ، انگلیس و هلند استفاده نمایید و یا از بروکر درخواست وی پی اس نمایید.",فیلتربودن-متا,متاتریدر- دلیل فیلتر بودن,"This issue is due to internet filtering in Iran.
Usually, servers located outside Iran are blocked. Some internet services may work in certain regions, allowing you to connect to MetaTrader without a VPN or VPS. However, we recommend using a VPN with IP addresses from Germany, the UK, or the Netherlands for a stable connection, or you can request a VPS from the broker.",Meta Filtered,,,TO DO,To do
"برای اضافه کردن نماد مورد نظر در متاتریدر وارد منوی
View 
قسمت 
Symbol 
شوید و بسته به نوع حساب معاملاتی خود نماد را انتخاب بفرمایید.

 برای حساب ای سی ان نمادهای دارای علامت نقطه مانند:
EURUSD.
XAUUSD.

برای حساب استاندارد نمادهای دارای علامت تعجب مانند:
ٍَEURUSD!
XAUUSD!

برای حساب سوشیال ترید نمادهای دارای علامت # مانند:
EURUSD#
XAUUSD#

برای حساب ای سی ان پرو نمادهای بدون علامت می باشند مانند:
EURUSD
XAUUSD

برای حساب بونوس اکانت نمادهای دارای علامت تعجب مانند:
ٍَEURUSD!
XAUUSD!
XAUUSD#

برای حساب ای سی ان پرو نمادهای بدون علامت می باشند مانند:
EURUSD
XAUUSD

برای حساب بونوس اکانت نمادهای دارای علامت تعجب مانند:
ٍَEURUSD!
XAUUSD!",متاتریدر-سیمبل,متاتریدر- علامت نماد,"To add a symbol in MetaTrader, go to the View menu and select Symbols, then choose the symbol depending on your account type:

ECN Account: symbols with a dot, e.g., EURUSD., XAUUSD.

Standard Account: symbols with an exclamation mark, e.g., EURUSD!, XAUUSD!

Social Trade Account: symbols with a hashtag, e.g., EURUSD#, XAUUSD#

ECN-Pro Account: symbols without any mark, e.g., EURUSD, XAUUSD

Bonus Account: symbols with an exclamation mark, e.g., EURUSD!, XAUUSD!, XAUUSD!",MT - Symbol,"
""لإضافة رمز في منصة ميتاتريدر (MetaTrader)، انتقل إلى قائمة View واختر Symbols، ثم حدد الرمز حسب نوع حسابك:

حساب ECN: الرموز بعلامة نقطة، مثل: .EURUSD., XAUUSD

حساب Standard: الرموز بعلامة تعجب، مثل: !EURUSD!, XAUUSD

حساب Social Trade: الرموز بعلامة هاشتاج، مثل: #EURUSD#, XAUUSD

حساب ECN-Pro: الرموز بدون أي علامة، مثل: EURUSD, XAUUSD

حساب Bonus: الرموز بعلامة تعجب، مثل: !EURUSD!, XAUUSD!, XAUUSD",متاتريدر - أشكال الرموز,Finalized,Done
"برای فعالسازی امکان One Click Trading لازم است در منوی ""ابزارها"" (Tools) بر روی گزینۀ ""تنظیمات"" (Options) کلیک کرده و در پنجرۀ باز شده وارد قسمت ""تجارت"" (Trade) شوید و داخل کادر ""معاملۀ تک کلیک"" (One Click Trading) تیک بگذارید.",وان کلیک تریدینگ,متاتریدر- فعال کردن One Click,"
To enable One Click Trading, go to the Tools menu, click on Options, then in the opened window go to the Trade tab and check the box for One Click Trading.",One-Click Trading,"لتفعيل ميزة التداول بنقرة واحدة، انتقل إلى قائمة الأدوات  (Tools)، ثم اضغط على Options، وفي النافذة المفتوحة انتقل إلى علامة التبويب ""Trade"" وفعّل One Click Trading.",متاتريدر - التداول بنقرة واحدة,Finalized,Done
"لطفا حتما از فیلترشکن استفاده کنید  بدون فیلترشکن امکان اتصال نمی باشد

بهتر است سرور فیلترشکن شما نزدیک به انگلیس آلمان و یا هلند باشد

پسورد اصلی(تریدینگ پسورد) را عینا کپی پیست کنید و از اینوستور پسورد(پسورد سرمایه گذار) استفاده نکنید

اگر پسورد را به صورت دستی تایپ کنید اتصال برقرار نخواهد شد

لطفا توجه داشته باشید به دلیل اختلالات اینترنت اتصال مقداری دشوار می باشد",کانکشن-متا,متاتریدر- کانکشن,"
Please make sure to use a VPN, as connection is not possible without it.

It is recommended that your VPN server be located near the UK, Germany, or the Netherlands.

Copy and paste your main trading password exactly and do not use the investor password.

If you type the password manually, the connection will not be established.

Please note that due to internet disruptions, connecting may be somewhat difficult.",Meta Connection,"يرجى التأكد من استخدام VPN، فلا يمكن الاتصال بدونه.
من الأفضل أن يكون خادم الـ VPN قريبًا من المملكة المتحدة أو ألمانيا أو هولندا.
انسخ و الصق كلمة المرور الرئيسية للتداول (Trading Password) تمامًا ولا تستخدم كلمة مرور المستثمر.
إذا قمت بكتابة كلمة المرور يدويًا، فلن يتم الاتصال.
يرجى العلم أنه بسبب  ضعف شبكة الانترنت و عدم وجود اتصال قوي بالشبكة، قد يكون الاتصال صعبًا نوعاً ما.",متاتريدر - اتصال ميتا,Finalized,Done
"لطفا، حتما کانکشن خودتون رو چک بفرمایید
کانکشن مناسب برای هر سایت و صفحه متفاوت است و به صرف اینکه صفحات دیگر شما باز می شوند، به این معنا نیست که کانکشن شما مناسب است",کانکشن,متاتریدر- کانکشن حتما چک بشه,"
Please make sure to check your connection.
A suitable connection may vary for each website or page, and just because other pages open does not mean your connection is adequate.",Connection,"يرجى التحقق من اتصالك بالانترنت.
قد تختلف متطلبات الاتصال حسب الموقع أو الصفحة، وفتح صفحات أخرى لا يعني بالضرورة أن الاتصال الحالي مناسب.",متاتريدر - الاتصال,Finalized,Done
"در متاتریدر ۴، روی یکی از نمادها کلیک راست بفرمایید و سپس گزینه 
spread
را تیک بزنید تا برای شما نمایش داده شود.

در متاتریدر ۵، روی یکی از نمادها کلیک راست بفرمایید، گزینه 
columns 
را انتخاب کنید و سپس 
spread
را تیک بزنید.

برای فعال کردن خط قیمت
BID
روی چارت راست کلیک کنید و گزینه
Properties 
را انتخاب کنید و سپس برگه 
Common 
را انتخاب کرده و تیک 
Show Bid Line  
را فعال کنید.",اسپرد-نمایش,متاتریدر- نمایش اسپرد,,Spread - Display,"في منصة ميتاتريدر 4، انقر بزر الماوس الأيمن على أي رمز ثم قم بتحديد خيار Spread لعرضه.

في منصة ميتاتريدر 5، انقر بزر الماوس الأيمن على أي رمز، اختر Columns، ثم حدد Spread.

لتفعيل خط سعر BID على الرسم البياني، انقر بزر الماوس الأيمن على التشارت، اختر Properties، انتقل إلى تبويب الـCommon، وحدد Show Bid Line.",متاتريدر - عرض فروق الأسعار (السبريد) ,Finalized,Done
"آغاز روز همان ساعت صفر بروکر در نظر گرفته می شود که با یک خط عمودی با فعال شدن گزینه 
"""" Show Period Separator """"

در متاتریدر روی چارت کلیک راست کرده و وارد Propertises شوید
سپس  در قسمت Common تیک Show period Separator را بزنید.",روزمعاملاتی-بروکر,"متاتریدر- نمایش روز معاملاتی
 روی چارت کامپیوتر","
In MetaTrader 4, right-click on a symbol and then check the Spread option to display it.

In MetaTrader 5, right-click on a symbol, select Columns, and then check Spread.

To enable the BID price line on the chart, right-click on the chart, select Properties, go to the Common tab, and check Show Bid Line.",Broker Trading Days,"يتم اعتبار بداية اليوم عند الساعة صفر الخاصة بالوسيط، ويمكن عرضها بخط عمودي عن طريق تفعيل خيار Show Period Separator.

في ميتاتريدر، انقر بزر الماوس الأيمن على التشارت وادخل إلى Properties، ثم من تبويب Common فعّل Show Period Separator.",ميتاتريدر - أيام التداول لدى الوسيط,Finalized,Done
"لطفا وارد پنل کاربری خود شوید از منوی سمت چپ روی گزینه ی Download Platforms کلیک نمایید، برای شما دو گزینه نمایش داده می شود که می توانید وب ترمینال مد نظر خود را انتخاب بفرمایید.
وب ترمینال ۵ برای حساب های متاتریدر ۵ و وب ترمینال ۴ برای حساب های متاتریدر ۴ است.
پس از وارد کردن اطلاعات لاگین حساب معاملاتی شما متصل خواهد شد.",وب-ترمینال,متاتریدر- وب ترمینال,"
Please log in to your user panel, and from the left menu, click on Download Platforms. Two options will appear, allowing you to choose your desired web terminal.
Web Terminal 5 is for MetaTrader 5 accounts, and Web Terminal 4 is for MetaTrader 4 accounts.
After entering your trading account login information, you will be connected.",Web Terminal,"يرجى تسجيل الدخول إلى حسابك الخاص، ومن القائمة الرئیسیة انقر على Download Platforms. سیظهر لك خياران يمكنك من خلالهما اختيار منصة الويبالتي تريد.
منصة ويب 5 لحسابات ميتاتريدر MetaTrader) 5)، و منصة ويب 4 لحسابات ميتاتريدر MetaTrader) 4).
بعد إدخال معلومات تسجيل الدخول إلى حسابك التداولي، سيتم الاتصال.",متاتريدر - منصة الويب,Finalized,Done
"پس از باز کردن نرم افزار متاتریدر ۴ بر روی موبایلتون در سمت چت بالای صفحه آیکنی که شامل سه خط می باشد را انتخاب کنید و وارد قسمت 
Manage Account 
شوید. سپس روی علامت + کلیک کنید و گزینه 
Login to an existing account 
را انتخاب کنید. در قسمت سرچ عبارت 
Opogroup
را وارد نمایید تا سرورهای بروکر برای شما نمایش داده شوند. سرور
OpogroupLLC-DEMO
انتخاب کنید و در قسمت لاگین شماره حساب معالاتی و در قسمت پسوورد، پسوورد اصلی حساب معاملاتی را به صورت کپی پیست شده وارد نمایید. سپس قسمت 
SIGN IN 
را انتخاب بفرمایید و اتصال حساب شما برقرار خواهد شد.",اتصال حساب دمو به متاتریدر 4 -موبایل,"متاتریدر-اتصال حساب دمو 
به متاتریدر ۴ موبایل","
After opening the MetaTrader 4 app on your mobile, tap the three-line icon at the top right of the screen and go to Manage Account.
Then click the + sign and select Login to an existing account.
In the search field, type Opogroup to display the broker's servers. Select the server OpogroupLLC-DEMO.
Enter your trading account number in the login field and Trading Password in the password field (copy-paste recommended).
Finally, tap SIGN IN to connect your account.",Connect Demo Account to MT4 - Mobile,"بعد فتح تطبيق منصة MetaTrader 4 على هاتفك المحمول، اضغط على أيقونة الخطوط الثلاثة في أعلى يمين الشاشة وانتقل إلى Manage Account.
ثم انقر على علامة + واختر Login to an existing account.
في حقل البحث، اكتب Opogroup لعرض خوادم الوسيط. اختر الخادم OpogroupLLC-DEMO.
أدخل رقم حساب التداول في حقل تسجيل الدخول وكلمة المرور الرئيسية (Trading Password) في حقل كلمة المرور (يلزم النسخ واللصق).
أخيرًا، اضغط على SIGN IN للاتصال بحسابك.","متاتريدر - ربط الحساب التجريبي بـنطبيق منصة MT4 على ""الهاتف""",Finalized,Done
